id,name,date,artists,lyricists,composers,arrangers,discs,events
149,G線上のシンデレラ,2017年1月27日,松浦果南、黒澤ダイヤ、小原鞠莉,畑 亜貴,石倉誉之,ラムシーニ、石倉誉之,"{137, 178}","[{'event': '23', 'concert': '35', 'performance': '60'}, {'event': '23', 'concert': '35', 'performance': '59'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
150,スリリング・ワンウェイ,2017年2月24日,Aqours,畑 亜貴,小高光太郎、藤井亮太,小高光太郎、藤井亮太,"{178, 138}","[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}, {'event': '45', 'concert': '71', 'performance': '127'}, {'event': '39', 'concert': '64', 'performance': '113'}, {'event': '39', 'concert': '64', 'performance': '112'}, {'event': '30', 'concert': '55', 'performance': '102'}, {'event': '30', 'concert': '55', 'performance': '101'}, {'event': '28', 'concert': '53', 'performance': '98'}, {'event': '28', 'concert': '53', 'performance': '97'}, {'event': '13', 'concert': '25', 'performance': '42'}, {'event': '13', 'concert': '25', 'performance': '41'}, {'event': '13', 'concert': '25', 'performance': '40'}, {'event': '14', 'concert': '16', 'performance': '24'}, {'event': '14', 'concert': '16', 'performance': '23'}, {'event': '13', 'concert': '15', 'performance': '22'}, {'event': '13', 'concert': '15', 'performance': '21'}, {'event': '13', 'concert': '15', 'performance': '20'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
151,太陽を追いかけろ！,2017年3月24日,Aqours,畑 亜貴,松田彬人,松田彬人,"{178, 139}","[{'event': '39', 'concert': '65', 'performance': '115'}, {'event': '39', 'concert': '65', 'performance': '114'}, {'event': '22', 'concert': '48', 'performance': '86'}, {'event': '22', 'concert': '48', 'performance': '85'}, {'event': '20', 'concert': '31', 'performance': '52'}, {'event': '19', 'concert': '29', 'performance': '49'}, {'event': '14', 'concert': '24', 'performance': '38'}, {'event': '13', 'concert': '23', 'performance': '36'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
152,P.S.の向こう側,2017年3月24日,CYaRon！,畑 亜貴,岡本健介,渡辺和紀,"{149, 206}","[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}, {'event': '39', 'concert': '65', 'performance': '115'}, {'event': '39', 'concert': '65', 'performance': '114'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '22', 'concert': '43', 'performance': '74'}, {'event': '22', 'concert': '43', 'performance': '73'}, {'event': '22', 'concert': '34', 'performance': '58'}, {'event': '22', 'concert': '34', 'performance': '57'}, {'event': '17', 'concert': '26', 'performance': '43'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}]"
153,LONELY TUNING,2017年3月24日,AZALEA,畑 亜貴,Kon-K,Kon-K,"{150, 207}","[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '22', 'concert': '48', 'performance': '86'}, {'event': '22', 'concert': '48', 'performance': '85'}, {'event': '22', 'concert': '45', 'performance': '79'}, {'event': '22', 'concert': '38', 'performance': '65'}, {'event': '22', 'concert': '38', 'performance': '64'}, {'event': '19', 'concert': '29', 'performance': '49'}, {'event': '17', 'concert': '26', 'performance': '43'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}]"
154,Guilty Eyes Fever,2017年3月24日,Guilty Kiss,畑 亜貴,本多友紀（Arte Refact）,酒井拓也（Arte Refact）,"{208, 148}","[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}, {'event': '39', 'concert': '64', 'performance': '113'}, {'event': '39', 'concert': '64', 'performance': '112'}, {'event': '38', 'concert': '63', 'performance': '111'}, {'event': '35', 'concert': '60', 'performance': '107'}, {'event': '22', 'concert': '48', 'performance': '86'}, {'event': '22', 'concert': '48', 'performance': '85'}, {'event': '22', 'concert': '45', 'performance': '80'}, {'event': '22', 'concert': '44', 'performance': '77'}, {'event': '22', 'concert': '44', 'performance': '76'}, {'event': '22', 'concert': '44', 'performance': '75'}, {'event': '17', 'concert': '26', 'performance': '43'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}]"
155,HAPPY PARTY TRAIN,2017年4月5日,Aqours,畑 亜貴,渡辺拓也,EFFY,"{178, 111}","[{'event': '116', 'concert': '158', 'performance': '249'}, {'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '46', 'concert': '72', 'performance': '128'}, {'event': '45', 'concert': '71', 'performance': '127'}, {'event': '38', 'concert': '63', 'performance': '111'}, {'event': '30', 'concert': '55', 'performance': '102'}, {'event': '28', 'concert': '53', 'performance': '98'}, {'event': '27', 'concert': '52', 'performance': '96'}, {'event': '27', 'concert': '51', 'performance': '94'}, {'event': '27', 'concert': '50', 'performance': '92'}, {'event': '27', 'concert': '49', 'performance': '90'}, {'event': '23', 'concert': '35', 'performance': '60'}, {'event': '18', 'concert': '30', 'performance': '51'}, {'event': '18', 'concert': '30', 'performance': '50'}, {'event': '14', 'concert': '24', 'performance': '38'}, {'event': '13', 'concert': '23', 'performance': '37'}, {'event': '13', 'concert': '23', 'performance': '36'}, {'event': '14', 'concert': '22', 'performance': '35'}, {'event': '16', 'concert': '21', 'performance': '33'}, {'event': '13', 'concert': '20', 'performance': '31'}, {'event': '15', 'concert': '17', 'performance': '25'}, {'event': '49', 'concert': '75', 'performance': '131'}, {'event': '13', 'concert': '18', 'performance': '28'}, {'event': '14', 'concert': '16', 'performance': '24'}, {'event': '14', 'concert': '16', 'performance': '23'}, {'event': '13', 'concert': '15', 'performance': '22'}, {'event': '13', 'concert': '15', 'performance': '21'}, {'event': '13', 'concert': '15', 'performance': '20'}, {'event': '12', 'concert': '14', 'performance': '19'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '11', 'concert': '12', 'performance': '16'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
156,SKY JOURNEY,2017年4月5日,Aqours,畑 亜貴,早川博隆,早川博隆,"{178, 111}","[{'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}, {'event': '30', 'concert': '55', 'performance': '102'}, {'event': '30', 'concert': '55', 'performance': '101'}, {'event': '28', 'concert': '53', 'performance': '98'}, {'event': '28', 'concert': '53', 'performance': '97'}, {'event': '18', 'concert': '30', 'performance': '51'}, {'event': '18', 'concert': '30', 'performance': '50'}, {'event': '18', 'concert': '27', 'performance': '46'}, {'event': '18', 'concert': '27', 'performance': '45'}, {'event': '14', 'concert': '22', 'performance': '35'}, {'event': '14', 'concert': '22', 'performance': '34'}, {'event': '13', 'concert': '20', 'performance': '32'}, {'event': '13', 'concert': '20', 'performance': '31'}, {'event': '13', 'concert': '19', 'performance': '30'}, {'event': '12', 'concert': '14', 'performance': '19'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
157,少女以上の恋がしたい,2017年4月5日,Aqours,畑 亜貴,KOUDAI IWATSUBO、TAKAROT,Shinji Tanaka、TAKAROT,"{178, 111}","[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}, {'event': '30', 'concert': '55', 'performance': '102'}, {'event': '30', 'concert': '55', 'performance': '101'}, {'event': '23', 'concert': '35', 'performance': '60'}, {'event': '23', 'concert': '35', 'performance': '59'}, {'event': '13', 'concert': '18', 'performance': '26'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '13', 'performance': '17'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
158,近未来ハッピーエンド,2017年5月10日,CYaRon！,畑 亜貴,藤井亮太,藤井亮太,"{112, 206}","[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}, {'event': '39', 'concert': '65', 'performance': '115'}, {'event': '39', 'concert': '65', 'performance': '114'}, {'event': '38', 'concert': '63', 'performance': '111'}, {'event': '22', 'concert': '48', 'performance': '88'}, {'event': '22', 'concert': '48', 'performance': '87'}, {'event': '22', 'concert': '46', 'performance': '83'}, {'event': '22', 'concert': '46', 'performance': '82'}, {'event': '22', 'concert': '46', 'performance': '81'}, {'event': '22', 'concert': '45', 'performance': '78'}, {'event': '22', 'concert': '43', 'performance': '74'}, {'event': '22', 'concert': '43', 'performance': '73'}, {'event': '17', 'concert': '26', 'performance': '44'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
159,海岸通りで待ってるよ,2017年5月10日,CYaRon！,畑 亜貴,渡辺未来,渡辺未来,"{112, 206}","[{'event': '114', 'concert': '156', 'performance': '246'}, {'event': '114', 'concert': '156', 'performance': '245'}, {'event': '39', 'concert': '65', 'performance': '115'}, {'event': '39', 'concert': '65', 'performance': '114'}, {'event': '29', 'concert': '54', 'performance': '100'}, {'event': '22', 'concert': '48', 'performance': '86'}, {'event': '22', 'concert': '48', 'performance': '85'}, {'event': '22', 'concert': '46', 'performance': '83'}, {'event': '22', 'concert': '46', 'performance': '82'}, {'event': '22', 'concert': '46', 'performance': '81'}, {'event': '22', 'concert': '34', 'performance': '58'}, {'event': '22', 'concert': '34', 'performance': '57'}, {'event': '19', 'concert': '29', 'performance': '49'}, {'event': '17', 'concert': '26', 'performance': '44'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
160,GALAXY HidE and SeeK,2017年5月31日,AZALEA,畑 亜貴,竹市佳伸,竹市佳伸,"{113, 207}","[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '22', 'concert': '48', 'performance': '88'}, {'event': '22', 'concert': '48', 'performance': '87'}, {'event': '22', 'concert': '42', 'performance': '72'}, {'event': '22', 'concert': '42', 'performance': '71'}, {'event': '22', 'concert': '33', 'performance': '56'}, {'event': '22', 'concert': '33', 'performance': '55'}, {'event': '22', 'concert': '33', 'performance': '54'}, {'event': '17', 'concert': '26', 'performance': '44'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
161,INNOCENT BIRD,2017年5月31日,AZALEA,畑 亜貴,江並哲志,倉内達矢,"{113, 207}","[{'event': '115', 'concert': '157', 'performance': '248'}, {'event': '115', 'concert': '157', 'performance': '247'}, {'event': '109', 'concert': '149', 'performance': '234'}, {'event': '109', 'concert': '149', 'performance': '233'}, {'event': '29', 'concert': '54', 'performance': '100'}, {'event': '22', 'concert': '45', 'performance': '79'}, {'event': '22', 'concert': '33', 'performance': '56'}, {'event': '22', 'concert': '33', 'performance': '55'}, {'event': '22', 'concert': '33', 'performance': '54'}, {'event': '17', 'concert': '26', 'performance': '44'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '11', 'performance': '14'}, {'event': '10', 'concert': '10', 'performance': '13'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
162,コワレヤスキ,2017年6月21日,Guilty Kiss,畑 亜貴,佐伯高志,佐伯高志,"{208, 114}","[{'event': '113', 'concert': '155', 'performance': '244'}, {'event': '113', 'concert': '155', 'performance': '243'}, {'event': '39', 'concert': '64', 'performance': '113'}, {'event': '39', 'concert': '64', 'performance': '112'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '36', 'concert': '61', 'performance': '108'}, {'event': '35', 'concert': '60', 'performance': '107'}, {'event': '22', 'concert': '48', 'performance': '88'}, {'event': '22', 'concert': '48', 'performance': '87'}, {'event': '22', 'concert': '44', 'performance': '77'}, {'event': '22', 'concert': '44', 'performance': '76'}, {'event': '22', 'concert': '44', 'performance': '75'}, {'event': '22', 'concert': '40', 'performance': '69'}, {'event': '22', 'concert': '40', 'performance': '68'}, {'event': '22', 'concert': '40', 'performance': '67'}, {'event': '22', 'concert': '37', 'performance': '63'}, {'event': '22', 'concert': '37', 'performance': '62'}, {'event': '17', 'concert': '26', 'performance': '44'}, {'event': '10', 'concert': '13', 'performance': '18'}, {'event': '10', 'concert': '11', 'performance': '15'}, {'event': '10', 'concert': '10', 'performance': '12'}]"
